ENCODED_MCT,TA_YM,HPSN_MCT_BZN_CD_NM,closure_probability,risk_score,risk_level,risk_type,priority,classification_confidence,MCT_NM
3227432B79,202412,한양대,1.4293867e-07,0,Very Low,정상,normal,0.0,옵션*
3245B9475F,202412,신금호,0.00211404,0,Very Low,정상,normal,0.0,정담**
32514851CD,202412,옥수,2.7036383e-06,0,Very Low,정상,normal,0.0,카페****
327194B461,202412,뚝섬,8.878842e-05,0,Very Low,정상,normal,0.0,무*
3291FF9C92,202412,,0.00050902815,0,Very Low,정상,normal,0.0,아트***
3298DAD0FE,202412,성수,0.009408154,0,Very Low,정상,normal,0.0,웰컴***
32A19D6A82,202412,,0.0008078138,0,Very Low,정상,normal,0.0,뚜레***********
32B3B5A4E4,202412,성수,1.5574746e-05,0,Very Low,정상,normal,0.0,소바******
32C35D2846,202412,옥수,0.00036150715,0,Very Low,정상,normal,0.0,베스***********
3316D1C001,202412,,1.6176069e-05,0,Very Low,정상,normal,0.0,비원***************
335B38273C,202412,성수,6.2255424e-07,0,Very Low,정상,normal,0.0,아쿠***************
33630D7FC6,202412,,0.0035429883,0,Very Low,정상,normal,0.0,다담****
31F9AECFCC,202412,금남시장,1.9083092e-05,0,Very Low,정상,normal,0.0,메밀*******
28DEFF1F60,202412,왕십리,0.004239179,0,Very Low,정상,normal,0.0,오사*********
28EA223BD1,202412,성수,1.6581285e-05,0,Very Low,정상,normal,0.0,박돼*****
2910BEDA4D,202412,금남시장,0.0003709168,0,Very Low,정상,normal,0.0,비올**
291A30DB5B,202412,금남시장,0.0016344665,0,Very Low,정상,normal,0.0,둘둘**********
293EA4B2A0,202412,한양대,0.00024937277,0,Very Low,정상,normal,0.0,유니**
29421280E6,202412,성수,7.918078e-06,0,Very Low,정상,normal,0.0,서울********
294C67ABA5,202412,성수,0.00048340467,0,Very Low,정상,normal,0.0,우야*
295F1DE887,202412,,0.00038644232,0,Very Low,정상,normal,0.0,마장*********
295F86E07D,202412,금남시장,0.002197156,0,Very Low,정상,normal,0.0,길동*******
296E11B196,202412,,5.3985597e-05,0,Very Low,정상,normal,0.0,유어******
297AE548DB,202412,성수,6.185529e-06,0,Very Low,정상,normal,0.0,문츠***
297CF99623,202412,행당,1.3920832e-06,0,Very Low,정상,normal,0.0,맘스****
2DF77932A4,202412,왕십리,0.0010690362,0,Very Low,정상,normal,0.0,소*
29BB814FD2,202412,,3.8846374e-06,0,Very Low,정상,normal,0.0,제부*
29F6BB77B3,202412,왕십리,3.486091e-05,0,Very Low,정상,normal,0.0,우*
2A28E1D01A,202412,마장동,1.5633914e-05,0,Very Low,정상,normal,0.0,생생**
2A46B78747,202412,마장동,0.0002713791,0,Very Low,정상,normal,0.0,대호**
2A4B681277,202412,성수,4.794413e-06,0,Very Low,정상,normal,0.0,기러******
2A4DAD9E0E,202412,,1.522759e-06,0,Very Low,정상,normal,0.0,맘마*******
2A9CD599EF,202412,신금호,0.000255147,0,Very Low,정상,normal,0.0,덕구**
2AB52AC101,202412,금남시장,3.9877374e-05,0,Very Low,정상,normal,0.0,수구*
2ABC68FBCD,202412,뚝섬,0.009252504,0,Very Low,정상,normal,0.0,프레*********
2AD96F80A2,202412,왕십리,3.2784121e-06,0,Very Low,정상,normal,0.0,버텍***************
0A4491652C,202412,,4.5035875e-05,0,Very Low,정상,normal,0.0,카프******
0A6388B8A5,202412,성수,7.258763e-05,0,Very Low,정상,normal,0.0,슬로*******
2996AB4D5A,202412,뚝섬,0.0013114199,0,Very Low,정상,normal,0.0,야몽**
26EBEEFD0A,202412,마장동,0.0001502185,0,Very Low,정상,normal,0.0,삼성**
26F68BFF02,202412,뚝섬,0.0001350323,0,Very Low,정상,normal,0.0,뚝섬****
26FAE231DB,202412,,0.0063563054,0,Very Low,정상,normal,0.0,쏘쏘*****
2716FFD10A,202412,뚝섬,0.00014126526,0,Very Low,정상,normal,0.0,소울*************************
2743897872,202412,한양대,0.0030184372,0,Very Low,정상,normal,0.0,용용*******
274F7C9F52,202412,뚝섬,0.0022803217,0,Very Low,정상,normal,0.0,H커*****
276A8846C9,202412,왕십리,7.3724377e-06,0,Very Low,정상,normal,0.0,한양*
278EA7FDDE,202412,금남시장,2.21134e-06,0,Very Low,정상,normal,0.0,중화*****
2791AA9D19,202412,성수,6.5221124e-05,0,Very Low,정상,normal,0.0,백이*
2791AFFA12,202412,뚝섬,0.0004601181,0,Very Low,정상,normal,0.0,룰라******
279E4BE602,202412,한양대,0.0013796693,0,Very Low,정상,normal,0.0,서초***
27BA4A6AFF,202412,,0.0011830877,0,Very Low,정상,normal,0.0,스페*****
28DC0855AC,202412,뚝섬,2.34681e-07,0,Very Low,정상,normal,0.0,비밀****
281CA527F1,202412,마장동,1.3757272e-06,0,Very Low,정상,normal,0.0,대광**
281D5B3CBD,202412,마장동,1.098598e-06,0,Very Low,정상,normal,0.0,부흥***
282DE0EEF4,202412,왕십리,4.481169e-05,0,Very Low,정상,normal,0.0,왕십******
2831DB3C04,202412,,0.00084721326,0,Very Low,정상,normal,0.0,원아*********
283E6BD7FF,202412,뚝섬,0.00010499455,0,Very Low,정상,normal,0.0,봉평******
285AE413AF,202412,성수,2.1199074e-05,0,Very Low,정상,normal,0.0,윈야****
28616F2CED,202412,성수,2.840165e-06,0,Very Low,정상,normal,0.0,성수*
28718E3BF1,202412,왕십리,0.0036318898,0,Very Low,정상,normal,0.0,행당**
289F79B6BC,202412,금남시장,2.1582765e-07,0,Very Low,정상,normal,0.0,더빌**
289FECEDF1,202412,마장동,1.371404e-05,0,Very Low,정상,normal,0.0,동명**
28A86E02D8,202412,뚝섬,0.0020871966,0,Very Low,정상,normal,0.0,성일*******
28B588EEB5,202412,성수,2.4626992e-05,0,Very Low,정상,normal,0.0,돼*
28BE1401AB,202412,한양대,0.00071315997,0,Very Low,정상,normal,0.0,육회***
27F2AD0786,202412,뚝섬,4.3252493e-07,0,Very Low,정상,normal,0.0,서래********
2C2BF9EB44,202412,왕십리,0.00011940498,0,Very Low,정상,normal,0.0,매머*********
2C4B01EA60,202412,마장동,0.0005030384,0,Very Low,정상,normal,0.0,고기*
2C6E1775F4,202412,왕십리,8.1179314e-05,0,Very Low,정상,normal,0.0,장안***
2C72D19DB4,202412,금남시장,6.617496e-05,0,Very Low,정상,normal,0.0,메가************
2C8DAA2BF9,202412,성수,0.001821991,0,Very Low,정상,normal,0.0,메조******************
2CA32048EF,202412,성수,0.00067587924,0,Very Low,정상,normal,0.0,오복**
2CB43F0D78,202412,,1.984241e-05,0,Very Low,정상,normal,0.0,삼청********
2CEF80C971,202412,,8.990795e-05,0,Very Low,정상,normal,0.0,픽미************
2CF63CC8AA,202412,뚝섬,3.2351447e-05,0,Very Low,정상,normal,0.0,타크******
2CFE1C6776,202412,성수,4.4992516e-06,0,Very Low,정상,normal,0.0,루루******
2D0E5434C1,202412,,0.0059732194,0,Very Low,정상,normal,0.0,명동*******
2D1F5F9F5F,202412,왕십리,0.00048784455,0,Very Low,정상,normal,0.0,참존*****
0A969D0884,202412,,0.00042303884,0,Very Low,정상,normal,0.0,계란**
2D42F25855,202412,,0.00018315148,0,Very Low,정상,normal,0.0,희유****
2D4E9106EA,202412,,7.304404e-05,0,Very Low,정상,normal,0.0,강원*****
2D732BFF98,202412,마장동,1.2396355e-05,0,Very Low,정상,normal,0.0,풍원**
2D7E5C7167,202412,,0.0001989711,0,Very Low,정상,normal,0.0,엄마****
2D7EEFFB71,202412,성수,4.4428816e-05,0,Very Low,정상,normal,0.0,뚝도**
2D92AEB068,202412,한양대,5.6407744e-06,0,Very Low,정상,normal,0.0,핏제****************************
2D948AFFC9,202412,왕십리,4.132233e-06,0,Very Low,정상,normal,0.0,왕십******
2D956479FE,202412,뚝섬,0.004217268,0,Very Low,정상,normal,0.0,서울********
2D9601ED38,202412,금남시장,1.3876492e-07,0,Very Low,정상,normal,0.0,은진****
2DAF105D58,202412,금남시장,0.0015779246,0,Very Low,정상,normal,0.0,쾌걸***
2DCC4A585C,202412,한양대,0.00070546946,0,Very Low,정상,normal,0.0,계경*********
2DD4A5D048,202412,성수,4.0456527e-07,0,Very Low,정상,normal,0.0,포케*******
2D3C8D6F8A,202412,,0.001917187,0,Very Low,정상,normal,0.0,갱상**********
0AAC5CC72A,202412,왕십리,0.0003572665,0,Very Low,정상,normal,0.0,광동*******
0ACB1E7718,202412,,0.0011461503,0,Very Low,정상,normal,0.0,그린******
0ACB344C1B,202412,뚝섬,0.003634372,0,Very Low,정상,normal,0.0,경성***
0AD65F48B1,202412,,0.002296314,0,Very Low,정상,normal,0.0,띵스**
0AD9FBF8D6,202412,금남시장,1.09176235e-05,0,Very Low,정상,normal,0.0,블레**
0AE494A908,202412,옥수,2.4784e-05,0,Very Low,정상,normal,0.0,소마*****
0AFA56720B,202412,장한평자동차,9.570134e-07,0,Very Low,정상,normal,0.0,재동***
0B01EED5DC,202412,,4.301241e-06,0,Very Low,정상,normal,0.0,지혜**
0B08F64E3F,202412,성수,1.4625569e-07,0,Very Low,정상,normal,0.0,32******
0B0F5967E0,202412,뚝섬,0.001551415,0,Very Low,정상,normal,0.0,제주******
0B209E8E8B,202412,,0.0023922443,0,Very Low,정상,normal,0.0,미쳐****
2AECA02B3A,202412,한양대,2.9105999e-05,0,Very Low,정상,normal,0.0,대*
2C264531BC,202412,한양대,0.0001334457,0,Very Low,정상,normal,0.0,주물****
2B06E192A3,202412,답십리,0.0058014947,0,Very Low,정상,normal,0.0,모찌*****
2B0A1A657D,202412,뚝섬,2.3392404e-06,0,Very Low,정상,normal,0.0,언와**********
2B2AD47693,202412,답십리,2.8948434e-05,0,Very Low,정상,normal,0.0,김뚜************
2B2AF25A23,202412,,0.0015720978,0,Very Low,정상,normal,0.0,왕십*********
2B2CDD8A48,202412,행당,9.970021e-07,0,Very Low,정상,normal,0.0,골드**
2B355A80CB,202412,답십리,0.002163797,0,Very Low,정상,normal,0.0,치커****
2B60980E98,202412,마장동,6.0091817e-05,0,Very Low,정상,normal,0.0,화성***
2BB4EF9F37,202412,,0.00065166433,0,Very Low,정상,normal,0.0,별바*
2BBA95E499,202412,마장동,3.9504586e-05,0,Very Low,정상,normal,0.0,고깃****
2BF66155BC,202412,성수,0.0021392717,0,Very Low,정상,normal,0.0,라에**
2BFD9CB05E,202412,,4.4938835e-05,0,Very Low,정상,normal,0.0,묘*
2C11204E23,202412,왕십리,2.9943897e-06,0,Very Low,정상,normal,0.0,수산***
2C1B90C392,202412,뚝섬,8.617582e-06,0,Very Low,정상,normal,0.0,레타*********
2AF934A41E,202412,뚝섬,0.00030079353,0,Very Low,정상,normal,0.0,꼬모***********
7E7BE1BF67,202412,왕십리,4.6052364e-06,0,Very Low,정상,normal,0.0,수현**
7E8084659F,202412,성수,1.2180566e-05,0,Very Low,정상,normal,0.0,써니*************
7E8F21B9A8,202412,왕십리,1.0883132e-05,0,Very Low,정상,normal,0.0,수상**********
7EA392124A,202412,성수,0.00011241233,0,Very Low,정상,normal,0.0,꼬꼬**
7EAC320AA6,202412,왕십리,4.167798e-05,0,Very Low,정상,normal,0.0,송희****
7EAF110EFF,202412,성수,5.163513e-06,0,Very Low,정상,normal,0.0,탕*
7ED39D1A53,202412,뚝섬,1.0525932e-06,0,Very Low,정상,normal,0.0,육타***
7EE617798C,202412,뚝섬,1.2457315e-07,0,Very Low,정상,normal,0.0,자금*
7F0EB59719,202412,성수,6.012936e-05,0,Very Low,정상,normal,0.0,빨강*
7F155740AA,202412,,0.000119601886,0,Very Low,정상,normal,0.0,70*****
7F2B4924B4,202412,성수,0.0031611777,0,Very Low,정상,normal,0.0,마블*****
7F5C64F29B,202412,왕십리,1.3016497e-05,0,Very Low,정상,normal,0.0,남매**
08D893CAA8,202412,,0.0002984398,0,Very Low,정상,normal,0.0,응봉**
7FB3EF9274,202412,성수,0.0001012019,0,Very Low,정상,normal,0.0,탐*
7FBBD87F5E,202412,성수,1.4723686e-07,0,Very Low,정상,normal,0.0,기왕***
7FC37F0D91,202412,,0.0033817964,0,Very Low,정상,normal,0.0,아이***************
7FCF23E6F3,202412,,4.809177e-05,0,Very Low,정상,normal,0.0,아이**********
7FD59667F6,202412,뚝섬,0.00011952481,0,Very Low,정상,normal,0.0,풍년*****
801E357409,202412,뚝섬,1.7888759e-05,0,Very Low,정상,normal,0.0,잎새**
802DF1F491,202412,,3.2464502e-06,0,Very Low,정상,normal,0.0,노모*******
80498D20B0,202412,,2.9064834e-06,0,Very Low,정상,normal,0.0,아이********
80652DABB6,202412,왕십리,3.966434e-05,0,Very Low,정상,normal,0.0,종가**
80839BC327,202412,성수,4.5380818e-07,0,Very Low,정상,normal,0.0,윕W****
808E997108,202412,,4.866504e-05,0,Very Low,정상,normal,0.0,글루*
80920DEE31,202412,뚝섬,0.00012814644,0,Very Low,정상,normal,0.0,퍼머*****
7F5F0D0F33,202412,성수,1.5680101e-06,0,Very Low,정상,normal,0.0,더벤*********
7B78BDBDBA,202412,성수,4.5350757e-06,0,Very Low,정상,normal,0.0,도담***
7B846CCF0A,202412,한양대,0.00038046986,0,Very Low,정상,normal,0.0,한신*******
7C36D7F09A,202412,,0.00012665392,0,Very Low,정상,normal,0.0,수미*
7C3795DF2D,202412,한양대,3.6694546e-06,0,Very Low,정상,normal,0.0,한양***********
7C472E221F,202412,뚝섬,0.004239179,0,Very Low,정상,normal,0.0,오와***
7CD2C4CE8C,202412,,0.00021999574,0,Very Low,정상,normal,0.0,오똔*
7D27EA6A09,202412,왕십리,0.0001012019,0,Very Low,정상,normal,0.0,춘리********
7D2B5253F5,202412,왕십리,0.0035472144,0,Very Low,정상,normal,0.0,에이*****
7D3670AAC1,202412,답십리,2.5813537e-05,0,Very Low,정상,normal,0.0,남원***
7D42A19B65,202412,성수,0.00045076935,0,Very Low,정상,normal,0.0,본지*****
7D48C168B3,202412,뚝섬,0.0010473068,0,Very Low,정상,normal,0.0,모피*
7D6E8687AA,202412,,4.6130385e-06,0,Very Low,정상,normal,0.0,정성**
7E6F88E6D1,202412,한양대,0.00044606166,0,Very Low,정상,normal,0.0,이모****
7D81241546,202412,성수,6.1462226e-05,0,Very Low,정상,normal,0.0,돼지*****
7D812F3CC3,202412,신금호,4.119115e-06,0,Very Low,정상,normal,0.0,메가***********
7D86CADAA6,202412,,0.0077949134,0,Very Low,정상,normal,0.0,제일***
7D998A4E45,202412,왕십리,2.4062923e-05,0,Very Low,정상,normal,0.0,가요**
7DD84417BD,202412,,6.618392e-05,0,Very Low,정상,normal,0.0,한*
7DEB8C0391,202412,왕십리,0.002194308,0,Very Low,정상,normal,0.0,뚜레*****
7DECE5D4FD,202412,,1.2846548e-05,0,Very Low,정상,normal,0.0,미육*******
7DF4881E0F,202412,답십리,8.728124e-05,0,Very Low,정상,normal,0.0,조개****
7E1DD52BF1,202412,,4.2646574e-05,0,Very Low,정상,normal,0.0,로그***
7E39BD7D1A,202412,,1.6530872e-05,0,Very Low,정상,normal,0.0,우*
7E5AA284CE,202412,성수,5.4925502e-05,0,Very Low,정상,normal,0.0,동신**
7E6B28839A,202412,,0.004334032,0,Very Low,정상,normal,0.0,꽈배********
7D6F493369,202412,뚝섬,8.7702e-06,0,Very Low,정상,normal,0.0,춘천***
8150B24EAD,202412,성수,0.00017984373,0,Very Low,정상,normal,0.0,신기*****
81591BC56A,202412,왕십리,2.6571877e-06,0,Very Low,정상,normal,0.0,아시***
816261F28B,202412,,2.885964e-06,0,Very Low,정상,normal,0.0,간식******
816828B7F6,202412,,0.00047766854,0,Very Low,정상,normal,0.0,신촌***
81920AB1D5,202412,성수,0.00030836777,0,Very Low,정상,normal,0.0,르 ***************
8194D2104C,202412,옥수,0.0016125599,0,Very Low,정상,normal,0.0,달*
81A9553F88,202412,성수,4.699548e-05,0,Very Low,정상,normal,0.0,굴*
81C425F47D,202412,,8.728182e-05,0,Very Low,정상,normal,0.0,쉘리*****
81C55F8941,202412,마장동,0.00020779828,0,Very Low,정상,normal,0.0,대림**
81C9699D0D,202412,뚝섬,0.00014771686,0,Very Low,정상,normal,0.0,은준***
81F1EA7323,202412,뚝섬,0.000102449994,0,Very Low,정상,normal,0.0,성수***
81FB160AA4,202412,성수,2.2906046e-05,0,Very Low,정상,normal,0.0,풍년**
8098CCE4CA,202412,금남시장,2.0454156e-07,0,Very Low,정상,normal,0.0,여일**
821200D58F,202412,,0.008610348,0,Very Low,정상,normal,0.0,후라*******
8219FA9E99,202412,성수,0.0034434963,0,Very Low,정상,normal,0.0,동맛******
8221C4D066,202412,왕십리,0.0016248418,0,Very Low,정상,normal,0.0,봉평*******
8234005757,202412,왕십리,0.0008959622,0,Very Low,정상,normal,0.0,폰아*************
823EAE1BFC,202412,마장동,3.7416467e-05,0,Very Low,정상,normal,0.0,대찬**
825CCFE2CE,202412,마장동,3.9108232e-05,0,Very Low,정상,normal,0.0,팔팔******
827A8265A3,202412,왕십리,4.357044e-05,0,Very Low,정상,normal,0.0,삼척*******
82917C822C,202412,성수,9.916852e-05,0,Very Low,정상,normal,0.0,맛집***
82951B7A54,202412,옥수,5.4043903e-05,0,Very Low,정상,normal,0.0,스탠*********************
82AE38978E,202412,뚝섬,0.00017181646,0,Very Low,정상,normal,0.0,요쇼****
82B3D8ED9E,202412,답십리,5.7056272e-06,0,Very Low,정상,normal,0.0,송화**
82D491E6AB,202412,,1.3014222e-06,0,Very Low,정상,normal,0.0,커스***********
82090124F0,202412,뚝섬,9.781441e-05,0,Very Low,정상,normal,0.0,백억******
809AD8FA0F,202412,금남시장,0.0012668401,0,Very Low,정상,normal,0.0,계동*****
809BEAA13A,202412,성수,0.0004889523,0,Very Low,정상,normal,0.0,럭럭**
80B55AD69E,202412,신금호,6.606273e-05,0,Very Low,정상,normal,0.0,멜시******
80DB1CE0EE,202412,성수,0.0023570398,0,Very Low,정상,normal,0.0,파라*
80E637212D,202412,행당,0.00088877656,0,Very Low,정상,normal,0.0,에스******
80F02261CF,202412,옥수,0.0006488038,0,Very Low,정상,normal,0.0,수제*****
81135EEC23,202412,왕십리,5.2737698e-05,0,Very Low,정상,normal,0.0,배들**
81159E8CD8,202412,마장동,1.4781464e-05,0,Very Low,정상,normal,0.0,우진**
05D0F780F0,202412,성수,0.0033338794,0,Very Low,정상,normal,0.0,돈이******
05D686D94E,202412,왕십리,1.1194222e-05,0,Very Low,정상,normal,0.0,그해**
05EE42C739,202412,뚝섬,7.3901347e-06,0,Very Low,정상,normal,0.0,로우*
05FEB1D6F5,202412,,9.0479125e-06,0,Very Low,정상,normal,0.0,민물*
81502BD7CA,202412,,1.9006176e-05,0,Very Low,정상,normal,0.0,카페********
06283FED4E,202412,뚝섬,0.0009647259,0,Very Low,정상,normal,0.0,어린*
064F68DA7E,202412,옥수,0.0075892312,0,Very Low,정상,normal,0.0,엄마**
0667DA4B74,202412,행당,3.2106818e-06,0,Very Low,정상,normal,0.0,오블*************
066E49F118,202412,왕십리,1.4426325e-06,0,Very Low,정상,normal,0.0,키즈***
068FABCF18,202412,,0.0006343875,0,Very Low,정상,normal,0.0,홍익**
06A87DAA45,202412,뚝섬,0.008027953,0,Very Low,정상,normal,0.0,푸르******
06C463E9D9,202412,,4.4753087e-06,0,Very Low,정상,normal,0.0,청계**
06EB542919,202412,옥수,1.0667049e-05,0,Very Low,정상,normal,0.0,민들***
07048B6141,202412,마장동,3.2287153e-05,0,Very Low,정상,normal,0.0,한남**
072ED18558,202412,,6.2151315e-07,0,Very Low,정상,normal,0.0,오토**********
811C8862F1,202412,답십리,0.005499775,0,Very Low,정상,normal,0.0,코다******
812202E747,202412,,0.0030137887,0,Very Low,정상,normal,0.0,뮐(******
812F84AF3D,202412,,7.7526164e-07,0,Very Low,정상,normal,0.0,빨간********
0616E5FFD3,202412,금남시장,7.1877264e-05,0,Very Low,정상,normal,0.0,마테****
756011C7B4,202412,마장동,1.07911525e-07,0,Very Low,정상,normal,0.0,성우**
756D7DCEEE,202412,답십리,1.8897483e-05,0,Very Low,정상,normal,0.0,커피****
7571EA0116,202412,뚝섬,0.000287252,0,Very Low,정상,normal,0.0,뚝섬**
758D61445D,202412,,0.0005516076,0,Very Low,정상,normal,0.0,야미*
759BF53FF1,202412,왕십리,0.0030151287,0,Very Low,정상,normal,0.0,미래**
75A1F5A452,202412,한양대,0.0045050555,0,Very Low,정상,normal,0.0,서래*******
75AC755E3E,202412,마장동,0.00037601672,0,Very Low,정상,normal,0.0,동남**
75C9AC2BFE,202412,성수,1.8780382e-05,0,Very Low,정상,normal,0.0,모*
75E1602760,202412,,6.08109e-05,0,Very Low,정상,normal,0.0,오저*
75E3C003BC,202412,답십리,0.00020845015,0,Very Low,정상,normal,0.0,봉평**********
75F4B46777,202412,성수,0.0019416431,0,Very Low,정상,normal,0.0,진수**
75F892EF1E,202412,뚝섬,0.00026571422,0,Very Low,정상,normal,0.0,서울**
7B396AAF59,202412,한양대,4.9029295e-06,0,Very Low,정상,normal,0.0,전도*
761947ABD9,202412,마장동,0.00087933266,0,Very Low,정상,normal,0.0,호남*
7634BB5C6E,202412,성수,0.00047506325,0,Very Low,정상,normal,0.0,제일***
7635F397CD,202412,,3.225665e-06,0,Very Low,정상,normal,0.0,제일**
7645F49DBD,202412,왕십리,0.00045778503,0,Very Low,정상,normal,0.0,케밥*
7670A96873,202412,성수,2.0677992e-06,0,Very Low,정상,normal,0.0,성수**
767D03BC73,202412,,0.00014378072,0,Very Low,정상,normal,0.0,모모**
767F3362ED,202412,왕십리,0.00015973364,0,Very Low,정상,normal,0.0,다사*
768A5CD0A0,202412,옥수,0.00013356002,0,Very Low,정상,normal,0.0,육연*
76B71D3DF0,202412,왕십리,4.3291617e-05,0,Very Low,정상,normal,0.0,껍데**
770A25491E,202412,성수,0.004393056,0,Very Low,정상,normal,0.0,메가**********
770CC873E4,202412,성수,9.156295e-05,0,Very Low,정상,normal,0.0,글리*
7727CDA849,202412,뚝섬,0.00024436673,0,Very Low,정상,normal,0.0,코너*
75FEAA7D87,202412,행당,4.7521407e-05,0,Very Low,정상,normal,0.0,진이*******
7416E78F80,202412,성수,0.00072507135,0,Very Low,정상,normal,0.0,미정******
741A5F2B65,202412,왕십리,0.00028568678,0,Very Low,정상,normal,0.0,디(***********
7439039EF1,202412,왕십리,0.0016117326,0,Very Low,정상,normal,0.0,나인***********
746686BA39,202412,,0.00012736434,0,Very Low,정상,normal,0.0,픽미************
747664A81F,202412,성수,9.600908e-06,0,Very Low,정상,normal,0.0,성수**
14B24AF78E,202412,,0.0011111029,0,Very Low,정상,normal,0.0,먼치*
14DA1400F7,202412,왕십리,0.00019980417,0,Very Low,정상,normal,0.0,비타***********
14DC63223D,202412,뚝섬,1.338558e-06,0,Very Low,정상,normal,0.0,Se************
14FE0A442F,202412,,4.084895e-07,0,Very Low,정상,normal,0.0,엘림****
15136D3E9D,202412,왕십리,2.6246224e-05,0,Very Low,정상,normal,0.0,우리*
151C15F277,202412,,0.000109419954,0,Very Low,정상,normal,0.0,할매**
1527B8DFD5,202412,신금호,3.2017658e-06,0,Very Low,정상,normal,0.0,미스***
755CDB3BAB,202412,,0.0007571793,0,Very Low,정상,normal,0.0,블랑*****
15418FA4F2,202412,왕십리,0.0022603536,0,Very Low,정상,normal,0.0,양*
1545D071D9,202412,,0.008178169,0,Very Low,정상,normal,0.0,토리*****
15460DF7A9,202412,왕십리,3.0420779e-06,0,Very Low,정상,normal,0.0,골드*****
15467D0BEC,202412,성수,7.843261e-06,0,Very Low,정상,normal,0.0,한세***
155590DFC1,202412,,0.007222619,0,Very Low,정상,normal,0.0,그린**
155685F58E,202412,성수,2.692731e-05,0,Very Low,정상,normal,0.0,스시**
74A053F902,202412,답십리,1.5481099e-06,0,Very Low,정상,normal,0.0,기분***
74CE634D25,202412,,0.00012751175,0,Very Low,정상,normal,0.0,여러***
74D5125FD6,202412,뚝섬,0.0012780481,0,Very Low,정상,normal,0.0,베스****
74E56D3EBE,202412,왕십리,0.00019935015,0,Very Low,정상,normal,0.0,마마**
74F5A7BE5E,202412,,0.0010591102,0,Very Low,정상,normal,0.0,빠삐*
75296C3F60,202412,성수,0.00014359083,0,Very Low,정상,normal,0.0,원빈**********
754D53A40B,202412,금남시장,0.006567098,0,Very Low,정상,normal,0.0,신앙***
153D5AC634,202412,,0.00043248385,0,Very Low,정상,normal,0.0,포케*******
794735AD42,202412,뚝섬,0.00023335736,0,Very Low,정상,normal,0.0,이리**************
79758BA350,202412,마장동,0.00013461434,0,Very Low,정상,normal,0.0,청계****
798CF98A22,202412,성수,4.226278e-06,0,Very Low,정상,normal,0.0,이와**
79B22CEF8E,202412,왕십리,4.1208245e-06,0,Very Low,정상,normal,0.0,행*
79DB6DBBB4,202412,성수,0.00013212283,0,Very Low,정상,normal,0.0,커피******
79DE8BB0B3,202412,,0.0020919472,0,Very Low,정상,normal,0.0,민서*
79EBBF0E89,202412,,1.4250086e-05,0,Very Low,정상,normal,0.0,그늘*
79ECEB213D,202412,금남시장,4.673261e-05,0,Very Low,정상,normal,0.0,왕코***
79F8A1BFD2,202412,뚝섬,0.00022366998,0,Very Low,정상,normal,0.0,퍼응***********
7A193CFDAB,202412,뚝섬,6.6807566e-05,0,Very Low,정상,normal,0.0,간빠*****
7A25182C89,202412,,3.2477724e-06,0,Very Low,정상,normal,0.0,호남**
7A29E2FB9F,202412,,0.0010086467,0,Very Low,정상,normal,0.0,로우*****
775E4B34A4,202412,신금호,0.0009034903,0,Very Low,정상,normal,0.0,신금*****
7A40C57CE9,202412,,0.002096164,0,Very Low,정상,normal,0.0,폴 ****
7A666E6612,202412,뚝섬,0.00039387323,0,Very Low,정상,normal,0.0,뚝도**
7A6A7EB10A,202412,한양대,1.5292337e-05,0,Very Low,정상,normal,0.0,이모*****
7A922D4172,202412,,0.0020871966,0,Very Low,정상,normal,0.0,대찬**
7AA4E7D85E,202412,,2.0680203e-05,0,Very Low,정상,normal,0.0,무학**
7AB74628EA,202412,,0.003199322,0,Very Low,정상,normal,0.0,육대*****
7ACE2E4135,202412,,2.0880234e-05,0,Very Low,정상,normal,0.0,우리**
7AE92B81E6,202412,마장동,0.0037951802,0,Very Low,정상,normal,0.0,정선****
7AF854D0D5,202412,성수,8.393671e-05,0,Very Low,정상,normal,0.0,에이********
7AFB53D14D,202412,금남시장,2.2218546e-06,0,Very Low,정상,normal,0.0,금호***
7AFF6C86CE,202412,옥수,0.0011516211,0,Very Low,정상,normal,0.0,르루***********
7B038FEF47,202412,뚝섬,4.4309454e-07,0,Very Low,정상,normal,0.0,포어**
7A2D621B50,202412,성수,0.00018403199,0,Very Low,정상,normal,0.0,쓰윗********
776F48CD6C,202412,뚝섬,0.00014242044,0,Very Low,정상,normal,0.0,성수*****
777CA00C62,202412,성수,0.00094800466,0,Very Low,정상,normal,0.0,키치**
77912A90AA,202412,,0.0007434765,0,Very Low,정상,normal,0.0,착한***
779A336040,202412,왕십리,4.566201e-06,0,Very Low,정상,normal,0.0,아라**
77B5670808,202412,한양대,4.5516262e-07,0,Very Low,정상,normal,0.0,앨*
77CCF7C070,202412,금남시장,0.0018752982,0,Very Low,정상,normal,0.0,동네**
77CDCFE833,202412,성수,7.960868e-05,0,Very Low,정상,normal,0.0,우향******
77DBEC55AD,202412,뚝섬,2.5514877e-05,0,Very Low,정상,normal,0.0,카모*****
77E24452D3,202412,성수,0.0007124911,0,Very Low,정상,normal,0.0,우곤**
77E55DE284,202412,왕십리,8.156726e-06,0,Very Low,정상,normal,0.0,려기****
77E78C7C26,202412,,1.4245028e-07,0,Very Low,정상,normal,0.0,금호**************
77F053DC44,202412,성수,0.0002939905,0,Very Low,정상,normal,0.0,행*
79423CC5CA,202412,한양대,0.004026572,0,Very Low,정상,normal,0.0,토속***
